file,path,line_no,matched_term,context,allowed_context,status
outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,25,timing closure achieved,"- ""timing closure achieved""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,26,WNS validated,"- ""WNS validated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,27,TNS validated,"- ""TNS validated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,35,bitstream generated,"- ""bitstream generated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,36,bitstreams,"- ""bitstreams""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,37,bitstream generated,"- ""full bitstream generated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,37,full bitstream generated,"- ""full bitstream generated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,38,bitstream generated,"- ""partial bitstream generated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,38,partial bitstream generated,"- ""partial bitstream generated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,39,bitstreams,"- ""partial bitstreams""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,39,partial bitstreams,"- ""partial bitstreams""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,40,bitstream verified,"- ""bitstream verified""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,48,DFX deployment,"- ""DFX deployment""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,49,DFX behavior,"- ""DFX behavior""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,50,DFX implementation completed,"- ""DFX implementation completed""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,51,DFX partition compatible,"- ""DFX partition compatible""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,52,partial reconfiguration deployed,"- ""partial reconfiguration deployed""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,53,runtime DFX validated,"- ""runtime DFX validated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_02/claim_policy.yaml,54,partial reconfiguration validated,"- ""partial reconfiguration validated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,3,hardware validation,"- ""hardware validation""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,4,hardware validated,"- ""hardware validated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,5,validated on FPGA,"- ""validated on FPGA""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,6,FPGA validated,"- ""FPGA validated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,7,board validation,"- ""board validation""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,8,board-level,"- ""board-level validation""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,8,board-level validation,"- ""board-level validation""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,9,board-level,"- ""board-level""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,10,real hardware,"- ""real hardware""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,11,real FPGA speedup,"- ""real FPGA speedup""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,12,energy saving measured,"- ""energy saving measured""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,20,Vivado timing closure,"- ""Vivado timing closure""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,21,Vivado implementation evidence,"- ""Vivado implementation evidence""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,22,Vivado utilization validated,"- ""Vivado utilization validated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,23,Vivado DFX,"- ""Vivado DFX""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,24,DFX partition compatible,"- ""DFX partition compatible""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,25,timing closure achieved,"- ""timing closure achieved""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,26,WNS validated,"- ""WNS validated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,27,TNS validated,"- ""TNS validated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,35,bitstream generated,"- ""bitstream generated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,36,bitstreams,"- ""bitstreams""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,37,bitstream generated,"- ""full bitstream generated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,37,full bitstream generated,"- ""full bitstream generated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,38,bitstream generated,"- ""partial bitstream generated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,38,partial bitstream generated,"- ""partial bitstream generated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,39,bitstreams,"- ""partial bitstreams""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,39,partial bitstreams,"- ""partial bitstreams""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,40,bitstream verified,"- ""bitstream verified""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,48,DFX deployment,"- ""DFX deployment""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,49,DFX behavior,"- ""DFX behavior""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,50,DFX implementation completed,"- ""DFX implementation completed""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,51,DFX partition compatible,"- ""DFX partition compatible""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,52,partial reconfiguration deployed,"- ""partial reconfiguration deployed""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,53,runtime DFX validated,"- ""runtime DFX validated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_03/claim_policy.yaml,54,partial reconfiguration validated,"- ""partial reconfiguration validated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,3,hardware validation,"- ""hardware validation""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,4,hardware validated,"- ""hardware validated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,5,validated on FPGA,"- ""validated on FPGA""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,6,FPGA validated,"- ""FPGA validated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,7,board validation,"- ""board validation""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,8,board-level,"- ""board-level validation""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,8,board-level validation,"- ""board-level validation""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,9,board-level,"- ""board-level""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,10,real hardware,"- ""real hardware""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,11,real FPGA speedup,"- ""real FPGA speedup""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,12,energy saving measured,"- ""energy saving measured""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,20,Vivado timing closure,"- ""Vivado timing closure""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,21,Vivado implementation evidence,"- ""Vivado implementation evidence""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,22,Vivado utilization validated,"- ""Vivado utilization validated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,23,Vivado DFX,"- ""Vivado DFX""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,24,DFX partition compatible,"- ""DFX partition compatible""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,25,timing closure achieved,"- ""timing closure achieved""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,26,WNS validated,"- ""WNS validated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,27,TNS validated,"- ""TNS validated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,35,bitstream generated,"- ""bitstream generated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,36,bitstreams,"- ""bitstreams""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,37,bitstream generated,"- ""full bitstream generated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,37,full bitstream generated,"- ""full bitstream generated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,38,bitstream generated,"- ""partial bitstream generated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,38,partial bitstream generated,"- ""partial bitstream generated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,39,bitstreams,"- ""partial bitstreams""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,39,partial bitstreams,"- ""partial bitstreams""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,40,bitstream verified,"- ""bitstream verified""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,48,DFX deployment,"- ""DFX deployment""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,49,DFX behavior,"- ""DFX behavior""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,50,DFX implementation completed,"- ""DFX implementation completed""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,51,DFX partition compatible,"- ""DFX partition compatible""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,52,partial reconfiguration deployed,"- ""partial reconfiguration deployed""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,53,runtime DFX validated,"- ""runtime DFX validated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_04/claim_policy.yaml,54,partial reconfiguration validated,"- ""partial reconfiguration validated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,3,hardware validation,"- ""hardware validation""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,4,hardware validated,"- ""hardware validated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,5,validated on FPGA,"- ""validated on FPGA""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,6,FPGA validated,"- ""FPGA validated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,7,board validation,"- ""board validation""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,8,board-level,"- ""board-level validation""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,8,board-level validation,"- ""board-level validation""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,9,board-level,"- ""board-level""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,10,real hardware,"- ""real hardware""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,11,real FPGA speedup,"- ""real FPGA speedup""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,12,energy saving measured,"- ""energy saving measured""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,20,Vivado timing closure,"- ""Vivado timing closure""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,21,Vivado implementation evidence,"- ""Vivado implementation evidence""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,22,Vivado utilization validated,"- ""Vivado utilization validated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,23,Vivado DFX,"- ""Vivado DFX""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,24,DFX partition compatible,"- ""DFX partition compatible""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,25,timing closure achieved,"- ""timing closure achieved""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,26,WNS validated,"- ""WNS validated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,27,TNS validated,"- ""TNS validated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,35,bitstream generated,"- ""bitstream generated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,36,bitstreams,"- ""bitstreams""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,37,bitstream generated,"- ""full bitstream generated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,37,full bitstream generated,"- ""full bitstream generated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,38,bitstream generated,"- ""partial bitstream generated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,38,partial bitstream generated,"- ""partial bitstream generated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,39,bitstreams,"- ""partial bitstreams""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,39,partial bitstreams,"- ""partial bitstreams""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,40,bitstream verified,"- ""bitstream verified""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,48,DFX deployment,"- ""DFX deployment""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,49,DFX behavior,"- ""DFX behavior""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,50,DFX implementation completed,"- ""DFX implementation completed""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,51,DFX partition compatible,"- ""DFX partition compatible""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,52,partial reconfiguration deployed,"- ""partial reconfiguration deployed""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,53,runtime DFX validated,"- ""runtime DFX validated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_05/claim_policy.yaml,54,partial reconfiguration validated,"- ""partial reconfiguration validated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_06/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_06/claim_policy.yaml,3,hardware validation,"- ""hardware validation""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_06/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_06/claim_policy.yaml,4,hardware validated,"- ""hardware validated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_06/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_06/claim_policy.yaml,5,validated on FPGA,"- ""validated on FPGA""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_06/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_06/claim_policy.yaml,6,FPGA validated,"- ""FPGA validated""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_06/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_06/claim_policy.yaml,7,board validation,"- ""board validation""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_06/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_06/claim_policy.yaml,8,board-level,"- ""board-level validation""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_06/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_06/claim_policy.yaml,8,board-level validation,"- ""board-level validation""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_06/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_06/claim_policy.yaml,9,board-level,"- ""board-level""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_06/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_06/claim_policy.yaml,10,real hardware,"- ""real hardware""",policy definition,ALLOWED
outputs/replay_repeats/rq2_verilator/repeat_06/claim_policy.yaml,outputs/replay_repeats/rq2_verilator/repeat_06/claim_policy.yaml,11,real FPGA speedup,"- ""real FPGA speedup""",policy definition,ALLOWED
