file_id,relative_path,extension,size_bytes,sha256,role,adapter,evidence_level,claim_binding,generated_by,tracked_in_git,inside_release_package
F04852,examples/logisim_metadata_only/generated_coverage/logic_case_001.circ,.circ,47,e26f964cc53ee2b7f5affb6e0b1e6c827d947e4e390acac0cf2fc0e924abd8cc,input_artifact,logisim,L1_SOURCE_EXISTS,,source_tree,no,no
F04853,examples/logisim_metadata_only/generated_coverage/logic_case_001.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04854,examples/logisim_metadata_only/generated_coverage/logic_case_001.xml,.xml,49,8e0e7ec1921ce15e03ed5a69b4284998c6593250b2aac3ab5f27d5fc014658b1,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04855,examples/logisim_metadata_only/generated_coverage/logic_case_002.circ,.circ,47,69835b4c1795c289e3e6d4cc7b9a711bf926277865312d7c7a76bb6a0b8542c1,input_artifact,logisim,L1_SOURCE_EXISTS,,source_tree,no,no
F04856,examples/logisim_metadata_only/generated_coverage/logic_case_002.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04857,examples/logisim_metadata_only/generated_coverage/logic_case_002.xml,.xml,49,ac669ec20dfbff24b12f476cf4bf71d384da0d4db5cb64faf0b884367b3aa62a,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04858,examples/logisim_metadata_only/generated_coverage/logic_case_003.circ,.circ,47,0ec8b77898d2cbd843881ae1cbecdcf04b7385ddfa68e06fcbfc83c9fa7f29bc,input_artifact,logisim,L1_SOURCE_EXISTS,,source_tree,no,no
F04859,examples/logisim_metadata_only/generated_coverage/logic_case_003.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04860,examples/logisim_metadata_only/generated_coverage/logic_case_003.xml,.xml,49,200372a31784f2be13d08a294aa6a432a5f69b4ee925b6d39359596493db41b0,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04861,examples/logisim_metadata_only/generated_coverage/logic_case_004.circ,.circ,47,3c6d79f1f8c85b1bd808baf9e29c554f4a98e7e3dbc3154a180a988552d8f030,input_artifact,logisim,L1_SOURCE_EXISTS,,source_tree,no,no
F04862,examples/logisim_metadata_only/generated_coverage/logic_case_004.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04863,examples/logisim_metadata_only/generated_coverage/logic_case_004.xml,.xml,49,0f2b5dbb4d74fb56b527cbafcb9ea4aac327ff8a9173244d2942f843bcc11e66,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04864,examples/logisim_metadata_only/generated_coverage/logic_case_005.circ,.circ,47,f21180795c43097583d1566f0268caee894f3492b286b2c50dda612a5959138c,input_artifact,logisim,L1_SOURCE_EXISTS,,source_tree,no,no
F04865,examples/logisim_metadata_only/generated_coverage/logic_case_005.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04866,examples/logisim_metadata_only/generated_coverage/logic_case_005.xml,.xml,49,28bf8cc13a278aa30c377d4334337a35c2b341c7a6eab38df8cf9eb98c464459,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04867,examples/logisim_metadata_only/generated_coverage/logic_case_006.circ,.circ,47,4d944a9d5ad16b79bdffc72fbe59d9367853504c9d150ed2ac4a2ac7681ac249,input_artifact,logisim,L1_SOURCE_EXISTS,,source_tree,no,no
F04868,examples/logisim_metadata_only/generated_coverage/logic_case_006.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04869,examples/logisim_metadata_only/generated_coverage/logic_case_006.xml,.xml,49,2d2dc93164e434086f1332a6ca0dbd6a69967833feff1a651c55b6757d35d3bc,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04870,examples/logisim_metadata_only/generated_coverage/logic_case_007.circ,.circ,47,dfd79c27060f667d5c3d85f09682418cd982c28ec75e40057204d16c3528aac1,input_artifact,logisim,L1_SOURCE_EXISTS,,source_tree,no,no
F04871,examples/logisim_metadata_only/generated_coverage/logic_case_007.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04872,examples/logisim_metadata_only/generated_coverage/logic_case_007.xml,.xml,49,d3c36daef711d88a162440c3d0356adddc8e9d5b9bcad9c49b1f53176d5fbd28,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04873,examples/logisim_metadata_only/generated_coverage/logic_case_008.circ,.circ,47,ee6bbaec70b0acbabb73bb1bbe5fa7f31038d6fd4e94259f952b983adb3579b0,input_artifact,logisim,L1_SOURCE_EXISTS,,source_tree,no,no
F04874,examples/logisim_metadata_only/generated_coverage/logic_case_008.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04875,examples/logisim_metadata_only/generated_coverage/logic_case_008.xml,.xml,49,82cfacf27b31314b286520660c283a75c3c2f31d190a4b9a3cbc550f558a3204,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04876,examples/logisim_metadata_only/generated_coverage/logic_case_009.circ,.circ,47,afd0f2cc4bbc9e7125f35199ea311c7285d5d4ee9cc50c14ae8bd94409808116,input_artifact,logisim,L1_SOURCE_EXISTS,,source_tree,no,no
F04877,examples/logisim_metadata_only/generated_coverage/logic_case_009.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04878,examples/logisim_metadata_only/generated_coverage/logic_case_009.xml,.xml,49,d1a44621772fc6cb959b5cc57bc41241689c4cbec5833957d057b084ae44620e,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04879,examples/logisim_metadata_only/generated_coverage/logic_case_010.circ,.circ,48,1803dcf789db32d9787c2b7e4ae0f4fe19478d65821d78120f97cb77de7b25bc,input_artifact,logisim,L1_SOURCE_EXISTS,,source_tree,no,no
F04880,examples/logisim_metadata_only/generated_coverage/logic_case_010.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04881,examples/logisim_metadata_only/generated_coverage/logic_case_010.xml,.xml,50,7dccf5e7214622dda6220b57a355ca2295a47a2bf1060927780a8f2c48f48972,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04882,examples/logisim_metadata_only/generated_coverage/logic_case_011.circ,.circ,48,770f47168abdbcf138107d3f40aecee8cc6914f31fe00c6841f94cf570682f44,input_artifact,logisim,L1_SOURCE_EXISTS,,source_tree,no,no
F04883,examples/logisim_metadata_only/generated_coverage/logic_case_011.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04884,examples/logisim_metadata_only/generated_coverage/logic_case_011.xml,.xml,50,2bdc24b9915267d0e887823da628b993cb9d224dc70f5c8231b4302897863986,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04885,examples/logisim_metadata_only/generated_coverage/logic_case_012.circ,.circ,48,45cd8c1eef9033f18dd76e6fd8261b2355e2990d38455ba9a2e1822be21aa6b5,input_artifact,logisim,L1_SOURCE_EXISTS,,source_tree,no,no
F04886,examples/logisim_metadata_only/generated_coverage/logic_case_012.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04887,examples/logisim_metadata_only/generated_coverage/logic_case_012.xml,.xml,50,9368c335fe674900558c5f6b66209f29392e13e5fa563d86010e99e0d7e9fed9,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04888,examples/logisim_metadata_only/generated_coverage/logic_case_013.circ,.circ,48,f94dfceb83e714b89bc504161946f6bd581656801a60e63b2fe3c1ceefb1d0d9,input_artifact,logisim,L1_SOURCE_EXISTS,,source_tree,no,no
F04889,examples/logisim_metadata_only/generated_coverage/logic_case_013.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04890,examples/logisim_metadata_only/generated_coverage/logic_case_013.xml,.xml,50,b7396f96e066e0ac7777627a1880639a9c1c158c5fb9e7e018a3af1568b8c6d2,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04891,examples/logisim_metadata_only/generated_coverage/logic_case_014.circ,.circ,48,0bb665863b2d39fde229057951f0ba56ddb1f6c5f5c9e6d454a261c3779224a2,input_artifact,logisim,L1_SOURCE_EXISTS,,source_tree,no,no
F04892,examples/logisim_metadata_only/generated_coverage/logic_case_014.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04893,examples/logisim_metadata_only/generated_coverage/logic_case_014.xml,.xml,50,d0d8d23552ab4187bcafc70f08528bf1344113e33eb23090f2bf667c179115b9,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04894,examples/logisim_metadata_only/generated_coverage/logic_case_015.circ,.circ,48,a63ca5d30c73e6d144e6e658b1b565edb1689119c96c7e2cc6d1529ccd603c77,input_artifact,logisim,L1_SOURCE_EXISTS,,source_tree,no,no
F04895,examples/logisim_metadata_only/generated_coverage/logic_case_015.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04896,examples/logisim_metadata_only/generated_coverage/logic_case_015.xml,.xml,50,d61776e08f52ecfe2df24e725a1f23019e808197a93109eeab1cdb9c5e2733b0,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04897,examples/logisim_metadata_only/generated_coverage/logic_case_016.circ,.circ,48,03019e39009f05d7294e02aa1c6d7546e42344e8ca3642b1098c3e67e4529e1f,input_artifact,logisim,L1_SOURCE_EXISTS,,source_tree,no,no
F04898,examples/logisim_metadata_only/generated_coverage/logic_case_016.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04899,examples/logisim_metadata_only/generated_coverage/logic_case_016.xml,.xml,50,1b47c44340af6e704079c2341a4fcad836d19aa6503195ce71a9688d83357bda,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04900,examples/logisim_metadata_only/generated_coverage/logic_case_017.circ,.circ,48,d0083e40918a037f427a6ef4dd7ceabdafaf96898c97789179f825d01f66c30f,input_artifact,logisim,L1_SOURCE_EXISTS,,source_tree,no,no
F04901,examples/logisim_metadata_only/generated_coverage/logic_case_017.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04902,examples/logisim_metadata_only/generated_coverage/logic_case_017.xml,.xml,50,0412e990a89594459c4dd5efca48152e57ae694494a48605639fa1248dedc8a1,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04903,examples/logisim_metadata_only/generated_coverage/logic_case_018.circ,.circ,48,331fbda58144f25763111d3858acba1da53c30cb25089d24e82f16dd718e39e4,input_artifact,logisim,L1_SOURCE_EXISTS,,source_tree,no,no
F04904,examples/logisim_metadata_only/generated_coverage/logic_case_018.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04905,examples/logisim_metadata_only/generated_coverage/logic_case_018.xml,.xml,50,d0315342fc071c0eed757b414fce30fa770db14ddfb3e3fbedde63d6c6d59296,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04906,examples/logisim_metadata_only/generated_coverage/logic_case_019.circ,.circ,48,933e901cd7dc259c182b932f0073e459cfc8ee1cc9eec3dd44ff229997f6d773,input_artifact,logisim,L1_SOURCE_EXISTS,,source_tree,no,no
F04907,examples/logisim_metadata_only/generated_coverage/logic_case_019.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04908,examples/logisim_metadata_only/generated_coverage/logic_case_019.xml,.xml,50,bbc9d5da9480791e8efb0f02783d329713122385f4765776c4e7a0730f52441c,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04909,examples/logisim_metadata_only/generated_coverage/logic_case_020.circ,.circ,48,66274f19611cfb806a767d2ddc0a5cb2ba40d78cb3c458383ecb4d9a1f22cad3,input_artifact,logisim,L1_SOURCE_EXISTS,,source_tree,no,no
F04910,examples/logisim_metadata_only/generated_coverage/logic_case_020.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04911,examples/logisim_metadata_only/generated_coverage/logic_case_020.xml,.xml,50,de5df6ddd2b4c82eb5f64bb54553a76096590679bf2f786afc41e0c4c7157b57,input_artifact,logisim,L0_METADATA,,source_tree,no,no
F04912,examples/ltspice_metadata_only/README.md,.md,111,c939df0117682780b2975a036accb56d87547d382dd889075a2fdc9fd38ec3ef,input_artifact,ltspice,L0_METADATA,,source_tree,no,no
F04913,examples/ltspice_metadata_only/example.asc,.asc,26,1597d141b83b04c71aef49f272aa0d471be634bb25c24841ac03bc8668ea223d,input_artifact,ltspice,L1_SOURCE_EXISTS,,source_tree,no,no
F04914,examples/ltspice_metadata_only/run.log,.log,35,70c6443d79b3899f64eca22145d536fb948c474361d103bd52b60ece09ae34f3,raw_log,ltspice,L3_SIMULATION,,source_tree,no,no
F04915,examples/ltspice_metadata_only/generated_coverage/metadata_case_001.asc,.asc,59,62923bd9bf567d7a893daa9591ca52f6254a4cd08faca11d27737df6aab9c050,input_artifact,ltspice,L1_SOURCE_EXISTS,,source_tree,no,no
F04916,examples/ltspice_metadata_only/generated_coverage/metadata_case_001.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,ltspice,L0_METADATA,,source_tree,no,no
F04917,examples/ltspice_metadata_only/generated_coverage/metadata_case_001.log,.log,66,9568e5f92061a8a73e0095b880d1d113daaf285eca1caed53edab2c94fa6cc90,raw_log,ltspice,L3_SIMULATION,,source_tree,no,no
F04918,examples/ltspice_metadata_only/generated_coverage/metadata_case_002.asc,.asc,59,8867d2df610ec0920edd05c0a109c63baeaf137e64629f4b1877f61769513918,input_artifact,ltspice,L1_SOURCE_EXISTS,,source_tree,no,no
F04919,examples/ltspice_metadata_only/generated_coverage/metadata_case_002.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,ltspice,L0_METADATA,,source_tree,no,no
F04920,examples/ltspice_metadata_only/generated_coverage/metadata_case_002.log,.log,66,19a5f52325b079835db30aabfb502572a17bea2c56e35b821ef0460e50d56d45,raw_log,ltspice,L3_SIMULATION,,source_tree,no,no
F04921,examples/ltspice_metadata_only/generated_coverage/metadata_case_003.asc,.asc,59,7cceb0ba503c356578b3d13d94528f29ed782fbba503e0e9cfa4d2f0b105dca8,input_artifact,ltspice,L1_SOURCE_EXISTS,,source_tree,no,no
F04922,examples/ltspice_metadata_only/generated_coverage/metadata_case_003.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,ltspice,L0_METADATA,,source_tree,no,no
F04923,examples/ltspice_metadata_only/generated_coverage/metadata_case_003.log,.log,66,45475587acdbc83371d1380e25bb9aa1023e63663026bcbf78258cd43619d593,raw_log,ltspice,L3_SIMULATION,,source_tree,no,no
F04924,examples/ltspice_metadata_only/generated_coverage/metadata_case_004.asc,.asc,59,78a056525127382c06ca653e1602a6b533f44328b125d073283b9b67b3767959,input_artifact,ltspice,L1_SOURCE_EXISTS,,source_tree,no,no
F04925,examples/ltspice_metadata_only/generated_coverage/metadata_case_004.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,ltspice,L0_METADATA,,source_tree,no,no
F04926,examples/ltspice_metadata_only/generated_coverage/metadata_case_004.log,.log,66,e8fe0231439a9ebf64ccfbefbbbefd8643cc8ca45bfa71bae7f829d2d1b7ae0f,raw_log,ltspice,L3_SIMULATION,,source_tree,no,no
F04927,examples/ltspice_metadata_only/generated_coverage/metadata_case_005.asc,.asc,59,347f06a12f42f8cf38e45237b0168b2e73dd20bddbe332905146b769d07e869a,input_artifact,ltspice,L1_SOURCE_EXISTS,,source_tree,no,no
F04928,examples/ltspice_metadata_only/generated_coverage/metadata_case_005.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,ltspice,L0_METADATA,,source_tree,no,no
F04929,examples/ltspice_metadata_only/generated_coverage/metadata_case_005.log,.log,66,1e2b56df3e78ac078c34d9c3e062997fe6f8e35527f384da797ebea45a5bca28,raw_log,ltspice,L3_SIMULATION,,source_tree,no,no
F04930,examples/ltspice_metadata_only/generated_coverage/metadata_case_006.asc,.asc,59,132071ccf60d1e5e4231aff47c202cf2e960a5f487029aff888fe92932603a5a,input_artifact,ltspice,L1_SOURCE_EXISTS,,source_tree,no,no
F04931,examples/ltspice_metadata_only/generated_coverage/metadata_case_006.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,ltspice,L0_METADATA,,source_tree,no,no
F04932,examples/ltspice_metadata_only/generated_coverage/metadata_case_006.log,.log,66,849e2dc21d3d192921ca5a6f4ffdaedcf23850d6ea5f0d22c435daa007bbf3a2,raw_log,ltspice,L3_SIMULATION,,source_tree,no,no
F04933,examples/ltspice_metadata_only/generated_coverage/metadata_case_007.asc,.asc,59,be7754de45325a11d97c54fb129b2e8d9cb054897920b1994448c31215968e00,input_artifact,ltspice,L1_SOURCE_EXISTS,,source_tree,no,no
F04934,examples/ltspice_metadata_only/generated_coverage/metadata_case_007.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,ltspice,L0_METADATA,,source_tree,no,no
F04935,examples/ltspice_metadata_only/generated_coverage/metadata_case_007.log,.log,66,8c85356ff1995f87d849bfdd388cfd2c6ef18a8c229b1d3b357ef4192711ba43,raw_log,ltspice,L3_SIMULATION,,source_tree,no,no
F04936,examples/ltspice_metadata_only/generated_coverage/metadata_case_008.asc,.asc,59,43ed15c3c02596cae780f22b0a5c47aece3cce001c45f508143585e65d1576d6,input_artifact,ltspice,L1_SOURCE_EXISTS,,source_tree,no,no
F04937,examples/ltspice_metadata_only/generated_coverage/metadata_case_008.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,ltspice,L0_METADATA,,source_tree,no,no
F04938,examples/ltspice_metadata_only/generated_coverage/metadata_case_008.log,.log,66,905d1487832c5bee492af5268b8c0a269b725627155f36e2ba3b5f3af2702fca,raw_log,ltspice,L3_SIMULATION,,source_tree,no,no
F04939,examples/ltspice_metadata_only/generated_coverage/metadata_case_009.asc,.asc,59,b3dc981dee995849192392b2b8d610786a1794e039d03a498c01e0945b52cfdf,input_artifact,ltspice,L1_SOURCE_EXISTS,,source_tree,no,no
F04940,examples/ltspice_metadata_only/generated_coverage/metadata_case_009.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,ltspice,L0_METADATA,,source_tree,no,no
F04941,examples/ltspice_metadata_only/generated_coverage/metadata_case_009.log,.log,66,400819c403085a7cd84bbc1f53fa818e06bbd637c1516231c63c276e8340e5bd,raw_log,ltspice,L3_SIMULATION,,source_tree,no,no
F04942,examples/ltspice_metadata_only/generated_coverage/metadata_case_010.asc,.asc,60,2bf8522ccdbedfba4bc8d89f6927a665d7509367ae8ccad04b68389cba7cffc7,input_artifact,ltspice,L1_SOURCE_EXISTS,,source_tree,no,no
F04943,examples/ltspice_metadata_only/generated_coverage/metadata_case_010.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,ltspice,L0_METADATA,,source_tree,no,no
F04944,examples/ltspice_metadata_only/generated_coverage/metadata_case_010.log,.log,67,4ee4c1ed4ce3d2cbc33ae7585c0c62cfd5e4e51d5ace5b5a4f6dfd2d438256ba,raw_log,ltspice,L3_SIMULATION,,source_tree,no,no
F04945,examples/ltspice_metadata_only/generated_coverage/metadata_case_011.asc,.asc,60,2a01d88cfac65ca6861f5d42abe3978e004d2c96d752938cb3f84972bcac5b47,input_artifact,ltspice,L1_SOURCE_EXISTS,,source_tree,no,no
F04946,examples/ltspice_metadata_only/generated_coverage/metadata_case_011.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,ltspice,L0_METADATA,,source_tree,no,no
F04947,examples/ltspice_metadata_only/generated_coverage/metadata_case_011.log,.log,67,266cc7aa10f86eed5318df2a1cd64941b1a1f9d6e96c73628dde2d96a2a5fff5,raw_log,ltspice,L3_SIMULATION,,source_tree,no,no
F04948,examples/ltspice_metadata_only/generated_coverage/metadata_case_012.asc,.asc,60,ebc27f274940166d02af1be73e2d07d6247fd7a829c14ad9e394f35d30a82e8a,input_artifact,ltspice,L1_SOURCE_EXISTS,,source_tree,no,no
F04949,examples/ltspice_metadata_only/generated_coverage/metadata_case_012.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,ltspice,L0_METADATA,,source_tree,no,no
F04950,examples/ltspice_metadata_only/generated_coverage/metadata_case_012.log,.log,67,1bac9bc972b629d448c426e466002b157295f0fd56443af8ef95bcd2c2c1ddd7,raw_log,ltspice,L3_SIMULATION,,source_tree,no,no
F04951,examples/ltspice_metadata_only/generated_coverage/metadata_case_013.asc,.asc,60,11bdcdd14edd611cb637d29a8d221d757fa0b3cf421e85ca4af053929fb1318d,input_artifact,ltspice,L1_SOURCE_EXISTS,,source_tree,no,no
F04952,examples/ltspice_metadata_only/generated_coverage/metadata_case_013.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,ltspice,L0_METADATA,,source_tree,no,no
F04953,examples/ltspice_metadata_only/generated_coverage/metadata_case_013.log,.log,67,b1e78478aeddb7ee825a30ebe907bff70cff992db9235bac43877f2ff6c08d42,raw_log,ltspice,L3_SIMULATION,,source_tree,no,no
F04954,examples/ltspice_metadata_only/generated_coverage/metadata_case_014.asc,.asc,60,b68a39fa69bbccc5efb08ea682a6d351f37df0fdc4cf5acc64f89bb59f7b0c3e,input_artifact,ltspice,L1_SOURCE_EXISTS,,source_tree,no,no
F04955,examples/ltspice_metadata_only/generated_coverage/metadata_case_014.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,ltspice,L0_METADATA,,source_tree,no,no
F04956,examples/ltspice_metadata_only/generated_coverage/metadata_case_014.log,.log,67,38d7bd1a91345c1bb81902c1a438c0e897cfb1a10dd1031f13f3e8781672c3f4,raw_log,ltspice,L3_SIMULATION,,source_tree,no,no
F04957,examples/ltspice_metadata_only/generated_coverage/metadata_case_015.asc,.asc,60,48bb6f84627dcc85107c64270cf3642fe9b09bd7681124f9713052bccdbc1bcb,input_artifact,ltspice,L1_SOURCE_EXISTS,,source_tree,no,no
F04958,examples/ltspice_metadata_only/generated_coverage/metadata_case_015.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,ltspice,L0_METADATA,,source_tree,no,no
F04959,examples/ltspice_metadata_only/generated_coverage/metadata_case_015.log,.log,67,aa5a7b1c1bf1832b09e1f3a05b024febbadb795189513e2809a7378c033866e9,raw_log,ltspice,L3_SIMULATION,,source_tree,no,no
F04960,examples/ltspice_metadata_only/generated_coverage/metadata_case_016.asc,.asc,60,2777b68287e3465b8bf120147dbf9e49d5acf6ecb3f2ab450592bf699af3f572,input_artifact,ltspice,L1_SOURCE_EXISTS,,source_tree,no,no
F04961,examples/ltspice_metadata_only/generated_coverage/metadata_case_016.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,ltspice,L0_METADATA,,source_tree,no,no
F04962,examples/ltspice_metadata_only/generated_coverage/metadata_case_016.log,.log,67,268d3b054f6c80a9ed7f00904bcc324109b57bfb4dc10f8d194dd11077c2c6bf,raw_log,ltspice,L3_SIMULATION,,source_tree,no,no
F04963,examples/ltspice_metadata_only/generated_coverage/metadata_case_017.asc,.asc,60,0d320baa04be7a76a014c5306efdaf6912f7df74d1df55f20856c3f684bd6e9b,input_artifact,ltspice,L1_SOURCE_EXISTS,,source_tree,no,no
F04964,examples/ltspice_metadata_only/generated_coverage/metadata_case_017.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,ltspice,L0_METADATA,,source_tree,no,no
F04965,examples/ltspice_metadata_only/generated_coverage/metadata_case_017.log,.log,67,e91b7c2d290e335c8ad70f7eb228afe02ba39410b0d166243b73f831cc17ad8c,raw_log,ltspice,L3_SIMULATION,,source_tree,no,no
F04966,examples/ltspice_metadata_only/generated_coverage/metadata_case_018.asc,.asc,60,7cdf8ab40075756e11111df8f685cad3590ef4da688dc0242f3da45eabe3d545,input_artifact,ltspice,L1_SOURCE_EXISTS,,source_tree,no,no
F04967,examples/ltspice_metadata_only/generated_coverage/metadata_case_018.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,ltspice,L0_METADATA,,source_tree,no,no
F04968,examples/ltspice_metadata_only/generated_coverage/metadata_case_018.log,.log,67,15b678b01d6ccb0fa9f45a15ef1f6b71b38ac264264b3db925d431b194466027,raw_log,ltspice,L3_SIMULATION,,source_tree,no,no
F04969,examples/ltspice_metadata_only/generated_coverage/metadata_case_019.asc,.asc,60,d9d45e6a7cffcdfb3e5be4ab1e27e4b25ac9c48960459122b351f1ed6a191b17,input_artifact,ltspice,L1_SOURCE_EXISTS,,source_tree,no,no
F04970,examples/ltspice_metadata_only/generated_coverage/metadata_case_019.csv,.csv,35,8eb70b0e467f47de84b8a7a5377b8e654d1f40c1a2ef2cffa1bd8dde6a1c3553,input_artifact,ltspice,L0_METADATA,,source_tree,no,no
