artifact_id,phase,artifact_type,relative_path,source_role,evidence_layer,claim_supported,claim_status,replay_required,replay_command_or_na,hash_or_version,paper_target,unsupported_boundary
P8-0054,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__bias_fault__09__1000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:b8d86431527f6dc6c21205bb23f6cc501dfd413a22e8a975d02cb2d88d1c73fe,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0055,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__bias_fault__09__10000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:d5a288dcb757008f9e4fc575d5b38ee996416b2833a57d63512a3b3a98f7ab58,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0056,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__bias_fault__09__5000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:66a52adb91b571a4bb4ccb17d526af147cb9cca502d60f2cdf3122be10d27b20,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0057,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__00.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:ac69e3f1fba9a6e6cc0a18db5fd6139ef0e2455082d5ee1074e56bc0a0c9797c,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0058,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__00__1000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:ac69e3f1fba9a6e6cc0a18db5fd6139ef0e2455082d5ee1074e56bc0a0c9797c,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0059,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__00__10000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:7ea003f4eb37eb7483d8580e91b967d7ba1233c13238136929fe539daf9beee2,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0060,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__00__5000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:c7cf910a69c23c49a83601d5efe5c1c26bf876f84b32bb167ddb2d6720c98493,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0061,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__01.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:bc43dd32bcd54b76fef60e2f21acdf856b54e487fbefab72348b735117074323,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0062,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__01__1000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:bc43dd32bcd54b76fef60e2f21acdf856b54e487fbefab72348b735117074323,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0063,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__01__10000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:eca582fe2a4a70cdcfa0cc6b987bce49491be5a107f892c1ba2950d182f6d611,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0064,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__01__5000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:d36bcdff6a86b82f497069c6f037f9d12ece6c2c59a1577c405daf0dc7b59b0c,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0065,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__02.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:7512586106933f649a0cd9deb2445929bb1a7bdd64bcc207c1ea04635342b8fe,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0066,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__02__1000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:7512586106933f649a0cd9deb2445929bb1a7bdd64bcc207c1ea04635342b8fe,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0067,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__02__10000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:2eeca03ff4023c455d8a7fef15b0f3dbb53d30c122402f5e40f3f154e4cb5a17,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0068,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__02__5000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:15c1d96d3915353772cdb9da5890507a3a5d2937125cd25f85788ddd738393cf,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0069,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__03.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:919d7ceafe3168015bf8b62587267d212b6275b658a047cc816ce5bbb4ee3292,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0070,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__03__1000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:919d7ceafe3168015bf8b62587267d212b6275b658a047cc816ce5bbb4ee3292,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0071,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__03__10000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:c939bcd891c63ab97a5387ec24bbe60158ec464bbe6a6fffd9f65649cdff2236,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0072,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__03__5000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:e05f1826776420c6a77f78fa9686b384ab60c7b917a1f9652960b53bd07d0ca0,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0073,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__04.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:f8b2e799d82a66ea7e6dbc733cb134f8886c51a07cf9ab5dc64680bc6364866f,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0074,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__04__1000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:f8b2e799d82a66ea7e6dbc733cb134f8886c51a07cf9ab5dc64680bc6364866f,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0075,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__04__10000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:9d0877bcdeef3182e6ea91efa80aec36f8bba17780f1b19e2a6c30bb063d6fc9,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0076,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__04__5000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:5d7673a00e961337dba708b7d088faf3226a9e397b46667b17b296b81ffe25cd,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0077,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__05.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:8a8f7e0dafb8ada0c906a8352113ed9814c81d20f3e097dfa03430deabb0c105,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0078,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__05__1000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:8a8f7e0dafb8ada0c906a8352113ed9814c81d20f3e097dfa03430deabb0c105,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0079,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__05__10000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:9aceb4af73aeba652d50da10e5f02f23c0eecde49b02b699a25e0c9d6145f97b,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0080,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__05__5000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:7db551b19ba05cde90989249ff3a67a07b2e66c498824611698618e07b405616,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0081,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__06.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:050c622311680b0068481527f19b30fd4e8c543808178d67163787f38b762367,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0082,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__06__1000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:050c622311680b0068481527f19b30fd4e8c543808178d67163787f38b762367,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0083,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__06__10000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:1cf8db9a7f6ceb4ba432f84382492c5e9c4020296787714997d056f54a7d3d97,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0084,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__06__5000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:55ce00b057859d2cb7977cb433694d2c2253d515f972e88f588753e806f51b2f,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0085,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__07.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:3e7684269ab4e455f40c91e3689bfd18c217fcc75b221688790b92b2271d5d4c,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0086,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__07__1000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:3e7684269ab4e455f40c91e3689bfd18c217fcc75b221688790b92b2271d5d4c,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0087,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__07__10000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:22df2dff120c631d3f2d184b93d3a330b7c0a82b5f340242fe046fe80de5dbe3,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0088,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/mfb_active_highpass__nominal__07__5000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:f3e898354c13ef4526baffded68a58d5a663e12c32785cc1748fb98ca88d4b4b,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
