case_id,defect_id,category,expected_error_code,case_path,clean
D17-30,D17,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d17/case_30,false
D18-01,D18,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d18/case_01,false
D18-02,D18,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d18/case_02,false
D18-03,D18,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d18/case_03,false
D18-04,D18,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d18/case_04,false
D18-05,D18,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d18/case_05,false
D18-06,D18,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d18/case_06,false
D18-07,D18,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d18/case_07,false
D18-08,D18,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d18/case_08,false
D18-09,D18,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d18/case_09,false
D18-10,D18,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d18/case_10,false
D18-11,D18,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d18/case_11,false
D18-12,D18,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d18/case_12,false
D18-13,D18,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d18/case_13,false
D18-14,D18,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d18/case_14,false
D18-15,D18,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d18/case_15,false
D18-16,D18,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d18/case_16,false
D18-17,D18,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d18/case_17,false
D18-18,D18,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d18/case_18,false
D18-19,D18,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d18/case_19,false
D18-20,D18,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d18/case_20,false
D18-21,D18,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d18/case_21,false
D18-22,D18,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d18/case_22,false
D18-23,D18,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d18/case_23,false
D18-24,D18,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d18/case_24,false
D18-25,D18,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d18/case_25,false
D18-26,D18,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d18/case_26,false
D18-27,D18,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d18/case_27,false
D18-28,D18,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d18/case_28,false
D18-29,D18,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d18/case_29,false
D18-30,D18,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d18/case_30,false
D19-01,D19,Policy,CONTEXT_FALSE_POSITIVE,examples/corrupted_artifact_cases_extended/d19/case_01,false
D19-02,D19,Policy,CONTEXT_FALSE_POSITIVE,examples/corrupted_artifact_cases_extended/d19/case_02,false
D19-03,D19,Policy,CONTEXT_FALSE_POSITIVE,examples/corrupted_artifact_cases_extended/d19/case_03,false
D19-04,D19,Policy,CONTEXT_FALSE_POSITIVE,examples/corrupted_artifact_cases_extended/d19/case_04,false
D19-05,D19,Policy,CONTEXT_FALSE_POSITIVE,examples/corrupted_artifact_cases_extended/d19/case_05,false
D19-06,D19,Policy,CONTEXT_FALSE_POSITIVE,examples/corrupted_artifact_cases_extended/d19/case_06,false
D19-07,D19,Policy,CONTEXT_FALSE_POSITIVE,examples/corrupted_artifact_cases_extended/d19/case_07,false
D19-08,D19,Policy,CONTEXT_FALSE_POSITIVE,examples/corrupted_artifact_cases_extended/d19/case_08,false
D19-09,D19,Policy,CONTEXT_FALSE_POSITIVE,examples/corrupted_artifact_cases_extended/d19/case_09,false
D19-10,D19,Policy,CONTEXT_FALSE_POSITIVE,examples/corrupted_artifact_cases_extended/d19/case_10,false
D19-11,D19,Policy,CONTEXT_FALSE_POSITIVE,examples/corrupted_artifact_cases_extended/d19/case_11,false
D19-12,D19,Policy,CONTEXT_FALSE_POSITIVE,examples/corrupted_artifact_cases_extended/d19/case_12,false
D19-13,D19,Policy,CONTEXT_FALSE_POSITIVE,examples/corrupted_artifact_cases_extended/d19/case_13,false
D19-14,D19,Policy,CONTEXT_FALSE_POSITIVE,examples/corrupted_artifact_cases_extended/d19/case_14,false
D19-15,D19,Policy,CONTEXT_FALSE_POSITIVE,examples/corrupted_artifact_cases_extended/d19/case_15,false
D19-16,D19,Policy,CONTEXT_FALSE_POSITIVE,examples/corrupted_artifact_cases_extended/d19/case_16,false
D19-17,D19,Policy,CONTEXT_FALSE_POSITIVE,examples/corrupted_artifact_cases_extended/d19/case_17,false
D19-18,D19,Policy,CONTEXT_FALSE_POSITIVE,examples/corrupted_artifact_cases_extended/d19/case_18,false
D19-19,D19,Policy,CONTEXT_FALSE_POSITIVE,examples/corrupted_artifact_cases_extended/d19/case_19,false
D19-20,D19,Policy,CONTEXT_FALSE_POSITIVE,examples/corrupted_artifact_cases_extended/d19/case_20,false
D19-21,D19,Policy,CONTEXT_FALSE_POSITIVE,examples/corrupted_artifact_cases_extended/d19/case_21,false
D19-22,D19,Policy,CONTEXT_FALSE_POSITIVE,examples/corrupted_artifact_cases_extended/d19/case_22,false
D19-23,D19,Policy,CONTEXT_FALSE_POSITIVE,examples/corrupted_artifact_cases_extended/d19/case_23,false
D19-24,D19,Policy,CONTEXT_FALSE_POSITIVE,examples/corrupted_artifact_cases_extended/d19/case_24,false
D19-25,D19,Policy,CONTEXT_FALSE_POSITIVE,examples/corrupted_artifact_cases_extended/d19/case_25,false
D19-26,D19,Policy,CONTEXT_FALSE_POSITIVE,examples/corrupted_artifact_cases_extended/d19/case_26,false
D19-27,D19,Policy,CONTEXT_FALSE_POSITIVE,examples/corrupted_artifact_cases_extended/d19/case_27,false
D19-28,D19,Policy,CONTEXT_FALSE_POSITIVE,examples/corrupted_artifact_cases_extended/d19/case_28,false
D19-29,D19,Policy,CONTEXT_FALSE_POSITIVE,examples/corrupted_artifact_cases_extended/d19/case_29,false
D19-30,D19,Policy,CONTEXT_FALSE_POSITIVE,examples/corrupted_artifact_cases_extended/d19/case_30,false
D20-01,D20,Evidence,MISSING_EVIDENCE_LEVEL,examples/corrupted_artifact_cases_extended/d20/case_01,false
D20-02,D20,Evidence,MISSING_EVIDENCE_LEVEL,examples/corrupted_artifact_cases_extended/d20/case_02,false
D20-03,D20,Evidence,MISSING_EVIDENCE_LEVEL,examples/corrupted_artifact_cases_extended/d20/case_03,false
D20-04,D20,Evidence,MISSING_EVIDENCE_LEVEL,examples/corrupted_artifact_cases_extended/d20/case_04,false
D20-05,D20,Evidence,MISSING_EVIDENCE_LEVEL,examples/corrupted_artifact_cases_extended/d20/case_05,false
D20-06,D20,Evidence,MISSING_EVIDENCE_LEVEL,examples/corrupted_artifact_cases_extended/d20/case_06,false
D20-07,D20,Evidence,MISSING_EVIDENCE_LEVEL,examples/corrupted_artifact_cases_extended/d20/case_07,false
D20-08,D20,Evidence,MISSING_EVIDENCE_LEVEL,examples/corrupted_artifact_cases_extended/d20/case_08,false
D20-09,D20,Evidence,MISSING_EVIDENCE_LEVEL,examples/corrupted_artifact_cases_extended/d20/case_09,false
D20-10,D20,Evidence,MISSING_EVIDENCE_LEVEL,examples/corrupted_artifact_cases_extended/d20/case_10,false
D20-11,D20,Evidence,MISSING_EVIDENCE_LEVEL,examples/corrupted_artifact_cases_extended/d20/case_11,false
D20-12,D20,Evidence,MISSING_EVIDENCE_LEVEL,examples/corrupted_artifact_cases_extended/d20/case_12,false
D20-13,D20,Evidence,MISSING_EVIDENCE_LEVEL,examples/corrupted_artifact_cases_extended/d20/case_13,false
D20-14,D20,Evidence,MISSING_EVIDENCE_LEVEL,examples/corrupted_artifact_cases_extended/d20/case_14,false
D20-15,D20,Evidence,MISSING_EVIDENCE_LEVEL,examples/corrupted_artifact_cases_extended/d20/case_15,false
D20-16,D20,Evidence,MISSING_EVIDENCE_LEVEL,examples/corrupted_artifact_cases_extended/d20/case_16,false
D20-17,D20,Evidence,MISSING_EVIDENCE_LEVEL,examples/corrupted_artifact_cases_extended/d20/case_17,false
D20-18,D20,Evidence,MISSING_EVIDENCE_LEVEL,examples/corrupted_artifact_cases_extended/d20/case_18,false
D20-19,D20,Evidence,MISSING_EVIDENCE_LEVEL,examples/corrupted_artifact_cases_extended/d20/case_19,false
D20-20,D20,Evidence,MISSING_EVIDENCE_LEVEL,examples/corrupted_artifact_cases_extended/d20/case_20,false
D20-21,D20,Evidence,MISSING_EVIDENCE_LEVEL,examples/corrupted_artifact_cases_extended/d20/case_21,false
D20-22,D20,Evidence,MISSING_EVIDENCE_LEVEL,examples/corrupted_artifact_cases_extended/d20/case_22,false
D20-23,D20,Evidence,MISSING_EVIDENCE_LEVEL,examples/corrupted_artifact_cases_extended/d20/case_23,false
D20-24,D20,Evidence,MISSING_EVIDENCE_LEVEL,examples/corrupted_artifact_cases_extended/d20/case_24,false
D20-25,D20,Evidence,MISSING_EVIDENCE_LEVEL,examples/corrupted_artifact_cases_extended/d20/case_25,false
D20-26,D20,Evidence,MISSING_EVIDENCE_LEVEL,examples/corrupted_artifact_cases_extended/d20/case_26,false
D20-27,D20,Evidence,MISSING_EVIDENCE_LEVEL,examples/corrupted_artifact_cases_extended/d20/case_27,false
D20-28,D20,Evidence,MISSING_EVIDENCE_LEVEL,examples/corrupted_artifact_cases_extended/d20/case_28,false
D20-29,D20,Evidence,MISSING_EVIDENCE_LEVEL,examples/corrupted_artifact_cases_extended/d20/case_29,false
D20-30,D20,Evidence,MISSING_EVIDENCE_LEVEL,examples/corrupted_artifact_cases_extended/d20/case_30,false
D21-01,D21,Evidence,EVIDENCE_LEVEL_MISMATCH,examples/corrupted_artifact_cases_extended/d21/case_01,false
D21-02,D21,Evidence,EVIDENCE_LEVEL_MISMATCH,examples/corrupted_artifact_cases_extended/d21/case_02,false
D21-03,D21,Evidence,EVIDENCE_LEVEL_MISMATCH,examples/corrupted_artifact_cases_extended/d21/case_03,false
D21-04,D21,Evidence,EVIDENCE_LEVEL_MISMATCH,examples/corrupted_artifact_cases_extended/d21/case_04,false
D21-05,D21,Evidence,EVIDENCE_LEVEL_MISMATCH,examples/corrupted_artifact_cases_extended/d21/case_05,false
D21-06,D21,Evidence,EVIDENCE_LEVEL_MISMATCH,examples/corrupted_artifact_cases_extended/d21/case_06,false
D21-07,D21,Evidence,EVIDENCE_LEVEL_MISMATCH,examples/corrupted_artifact_cases_extended/d21/case_07,false
D21-08,D21,Evidence,EVIDENCE_LEVEL_MISMATCH,examples/corrupted_artifact_cases_extended/d21/case_08,false
D21-09,D21,Evidence,EVIDENCE_LEVEL_MISMATCH,examples/corrupted_artifact_cases_extended/d21/case_09,false
D21-10,D21,Evidence,EVIDENCE_LEVEL_MISMATCH,examples/corrupted_artifact_cases_extended/d21/case_10,false
D21-11,D21,Evidence,EVIDENCE_LEVEL_MISMATCH,examples/corrupted_artifact_cases_extended/d21/case_11,false
D21-12,D21,Evidence,EVIDENCE_LEVEL_MISMATCH,examples/corrupted_artifact_cases_extended/d21/case_12,false
D21-13,D21,Evidence,EVIDENCE_LEVEL_MISMATCH,examples/corrupted_artifact_cases_extended/d21/case_13,false
D21-14,D21,Evidence,EVIDENCE_LEVEL_MISMATCH,examples/corrupted_artifact_cases_extended/d21/case_14,false
D21-15,D21,Evidence,EVIDENCE_LEVEL_MISMATCH,examples/corrupted_artifact_cases_extended/d21/case_15,false
D21-16,D21,Evidence,EVIDENCE_LEVEL_MISMATCH,examples/corrupted_artifact_cases_extended/d21/case_16,false
D21-17,D21,Evidence,EVIDENCE_LEVEL_MISMATCH,examples/corrupted_artifact_cases_extended/d21/case_17,false
D21-18,D21,Evidence,EVIDENCE_LEVEL_MISMATCH,examples/corrupted_artifact_cases_extended/d21/case_18,false
D21-19,D21,Evidence,EVIDENCE_LEVEL_MISMATCH,examples/corrupted_artifact_cases_extended/d21/case_19,false
D21-20,D21,Evidence,EVIDENCE_LEVEL_MISMATCH,examples/corrupted_artifact_cases_extended/d21/case_20,false
D21-21,D21,Evidence,EVIDENCE_LEVEL_MISMATCH,examples/corrupted_artifact_cases_extended/d21/case_21,false
D21-22,D21,Evidence,EVIDENCE_LEVEL_MISMATCH,examples/corrupted_artifact_cases_extended/d21/case_22,false
D21-23,D21,Evidence,EVIDENCE_LEVEL_MISMATCH,examples/corrupted_artifact_cases_extended/d21/case_23,false
D21-24,D21,Evidence,EVIDENCE_LEVEL_MISMATCH,examples/corrupted_artifact_cases_extended/d21/case_24,false
D21-25,D21,Evidence,EVIDENCE_LEVEL_MISMATCH,examples/corrupted_artifact_cases_extended/d21/case_25,false
D21-26,D21,Evidence,EVIDENCE_LEVEL_MISMATCH,examples/corrupted_artifact_cases_extended/d21/case_26,false
D21-27,D21,Evidence,EVIDENCE_LEVEL_MISMATCH,examples/corrupted_artifact_cases_extended/d21/case_27,false
D21-28,D21,Evidence,EVIDENCE_LEVEL_MISMATCH,examples/corrupted_artifact_cases_extended/d21/case_28,false
D21-29,D21,Evidence,EVIDENCE_LEVEL_MISMATCH,examples/corrupted_artifact_cases_extended/d21/case_29,false
D21-30,D21,Evidence,EVIDENCE_LEVEL_MISMATCH,examples/corrupted_artifact_cases_extended/d21/case_30,false
D22-01,D22,Evidence,BROKEN_CLAIM_REFERENCE,examples/corrupted_artifact_cases_extended/d22/case_01,false
D22-02,D22,Evidence,BROKEN_CLAIM_REFERENCE,examples/corrupted_artifact_cases_extended/d22/case_02,false
D22-03,D22,Evidence,BROKEN_CLAIM_REFERENCE,examples/corrupted_artifact_cases_extended/d22/case_03,false
D22-04,D22,Evidence,BROKEN_CLAIM_REFERENCE,examples/corrupted_artifact_cases_extended/d22/case_04,false
D22-05,D22,Evidence,BROKEN_CLAIM_REFERENCE,examples/corrupted_artifact_cases_extended/d22/case_05,false
D22-06,D22,Evidence,BROKEN_CLAIM_REFERENCE,examples/corrupted_artifact_cases_extended/d22/case_06,false
D22-07,D22,Evidence,BROKEN_CLAIM_REFERENCE,examples/corrupted_artifact_cases_extended/d22/case_07,false
D22-08,D22,Evidence,BROKEN_CLAIM_REFERENCE,examples/corrupted_artifact_cases_extended/d22/case_08,false
D22-09,D22,Evidence,BROKEN_CLAIM_REFERENCE,examples/corrupted_artifact_cases_extended/d22/case_09,false
D22-10,D22,Evidence,BROKEN_CLAIM_REFERENCE,examples/corrupted_artifact_cases_extended/d22/case_10,false
D22-11,D22,Evidence,BROKEN_CLAIM_REFERENCE,examples/corrupted_artifact_cases_extended/d22/case_11,false
D22-12,D22,Evidence,BROKEN_CLAIM_REFERENCE,examples/corrupted_artifact_cases_extended/d22/case_12,false
D22-13,D22,Evidence,BROKEN_CLAIM_REFERENCE,examples/corrupted_artifact_cases_extended/d22/case_13,false
D22-14,D22,Evidence,BROKEN_CLAIM_REFERENCE,examples/corrupted_artifact_cases_extended/d22/case_14,false
D22-15,D22,Evidence,BROKEN_CLAIM_REFERENCE,examples/corrupted_artifact_cases_extended/d22/case_15,false
D22-16,D22,Evidence,BROKEN_CLAIM_REFERENCE,examples/corrupted_artifact_cases_extended/d22/case_16,false
D22-17,D22,Evidence,BROKEN_CLAIM_REFERENCE,examples/corrupted_artifact_cases_extended/d22/case_17,false
D22-18,D22,Evidence,BROKEN_CLAIM_REFERENCE,examples/corrupted_artifact_cases_extended/d22/case_18,false
D22-19,D22,Evidence,BROKEN_CLAIM_REFERENCE,examples/corrupted_artifact_cases_extended/d22/case_19,false
D22-20,D22,Evidence,BROKEN_CLAIM_REFERENCE,examples/corrupted_artifact_cases_extended/d22/case_20,false
D22-21,D22,Evidence,BROKEN_CLAIM_REFERENCE,examples/corrupted_artifact_cases_extended/d22/case_21,false
D22-22,D22,Evidence,BROKEN_CLAIM_REFERENCE,examples/corrupted_artifact_cases_extended/d22/case_22,false
D22-23,D22,Evidence,BROKEN_CLAIM_REFERENCE,examples/corrupted_artifact_cases_extended/d22/case_23,false
D22-24,D22,Evidence,BROKEN_CLAIM_REFERENCE,examples/corrupted_artifact_cases_extended/d22/case_24,false
D22-25,D22,Evidence,BROKEN_CLAIM_REFERENCE,examples/corrupted_artifact_cases_extended/d22/case_25,false
D22-26,D22,Evidence,BROKEN_CLAIM_REFERENCE,examples/corrupted_artifact_cases_extended/d22/case_26,false
D22-27,D22,Evidence,BROKEN_CLAIM_REFERENCE,examples/corrupted_artifact_cases_extended/d22/case_27,false
D22-28,D22,Evidence,BROKEN_CLAIM_REFERENCE,examples/corrupted_artifact_cases_extended/d22/case_28,false
D22-29,D22,Evidence,BROKEN_CLAIM_REFERENCE,examples/corrupted_artifact_cases_extended/d22/case_29,false
D22-30,D22,Evidence,BROKEN_CLAIM_REFERENCE,examples/corrupted_artifact_cases_extended/d22/case_30,false
D23-01,D23,Evidence,UNBOUND_CLAIM,examples/corrupted_artifact_cases_extended/d23/case_01,false
D23-02,D23,Evidence,UNBOUND_CLAIM,examples/corrupted_artifact_cases_extended/d23/case_02,false
D23-03,D23,Evidence,UNBOUND_CLAIM,examples/corrupted_artifact_cases_extended/d23/case_03,false
D23-04,D23,Evidence,UNBOUND_CLAIM,examples/corrupted_artifact_cases_extended/d23/case_04,false
D23-05,D23,Evidence,UNBOUND_CLAIM,examples/corrupted_artifact_cases_extended/d23/case_05,false
D23-06,D23,Evidence,UNBOUND_CLAIM,examples/corrupted_artifact_cases_extended/d23/case_06,false
D23-07,D23,Evidence,UNBOUND_CLAIM,examples/corrupted_artifact_cases_extended/d23/case_07,false
D23-08,D23,Evidence,UNBOUND_CLAIM,examples/corrupted_artifact_cases_extended/d23/case_08,false
D23-09,D23,Evidence,UNBOUND_CLAIM,examples/corrupted_artifact_cases_extended/d23/case_09,false
D23-10,D23,Evidence,UNBOUND_CLAIM,examples/corrupted_artifact_cases_extended/d23/case_10,false
D23-11,D23,Evidence,UNBOUND_CLAIM,examples/corrupted_artifact_cases_extended/d23/case_11,false
D23-12,D23,Evidence,UNBOUND_CLAIM,examples/corrupted_artifact_cases_extended/d23/case_12,false
D23-13,D23,Evidence,UNBOUND_CLAIM,examples/corrupted_artifact_cases_extended/d23/case_13,false
D23-14,D23,Evidence,UNBOUND_CLAIM,examples/corrupted_artifact_cases_extended/d23/case_14,false
D23-15,D23,Evidence,UNBOUND_CLAIM,examples/corrupted_artifact_cases_extended/d23/case_15,false
D23-16,D23,Evidence,UNBOUND_CLAIM,examples/corrupted_artifact_cases_extended/d23/case_16,false
D23-17,D23,Evidence,UNBOUND_CLAIM,examples/corrupted_artifact_cases_extended/d23/case_17,false
D23-18,D23,Evidence,UNBOUND_CLAIM,examples/corrupted_artifact_cases_extended/d23/case_18,false
D23-19,D23,Evidence,UNBOUND_CLAIM,examples/corrupted_artifact_cases_extended/d23/case_19,false
D23-20,D23,Evidence,UNBOUND_CLAIM,examples/corrupted_artifact_cases_extended/d23/case_20,false
D23-21,D23,Evidence,UNBOUND_CLAIM,examples/corrupted_artifact_cases_extended/d23/case_21,false
D23-22,D23,Evidence,UNBOUND_CLAIM,examples/corrupted_artifact_cases_extended/d23/case_22,false
D23-23,D23,Evidence,UNBOUND_CLAIM,examples/corrupted_artifact_cases_extended/d23/case_23,false
D23-24,D23,Evidence,UNBOUND_CLAIM,examples/corrupted_artifact_cases_extended/d23/case_24,false
D23-25,D23,Evidence,UNBOUND_CLAIM,examples/corrupted_artifact_cases_extended/d23/case_25,false
D23-26,D23,Evidence,UNBOUND_CLAIM,examples/corrupted_artifact_cases_extended/d23/case_26,false
D23-27,D23,Evidence,UNBOUND_CLAIM,examples/corrupted_artifact_cases_extended/d23/case_27,false
D23-28,D23,Evidence,UNBOUND_CLAIM,examples/corrupted_artifact_cases_extended/d23/case_28,false
D23-29,D23,Evidence,UNBOUND_CLAIM,examples/corrupted_artifact_cases_extended/d23/case_29,false
D23-30,D23,Evidence,UNBOUND_CLAIM,examples/corrupted_artifact_cases_extended/d23/case_30,false
D24-01,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_01,false
D24-02,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_02,false
D24-03,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_03,false
D24-04,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_04,false
D24-05,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_05,false
D24-06,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_06,false
D24-07,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_07,false
D24-08,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_08,false
D24-09,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_09,false
D24-10,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_10,false
D24-11,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_11,false
D24-12,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_12,false
D24-13,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_13,false
D24-14,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_14,false
D24-15,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_15,false
D24-16,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_16,false
D24-17,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_17,false
D24-18,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_18,false
D24-19,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_19,false
D24-20,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_20,false
D24-21,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_21,false
D24-22,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_22,false
D24-23,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_23,false
D24-24,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_24,false
D24-25,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_25,false
D24-26,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_26,false
D24-27,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_27,false
D24-28,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_28,false
D24-29,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_29,false
D24-30,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_30,false
D25-01,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_01,false
D25-02,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_02,false
D25-03,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_03,false
D25-04,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_04,false
D25-05,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_05,false
D25-06,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_06,false
D25-07,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_07,false
D25-08,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_08,false
D25-09,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_09,false
D25-10,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_10,false
D25-11,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_11,false
D25-12,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_12,false
D25-13,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_13,false
D25-14,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_14,false
D25-15,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_15,false
D25-16,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_16,false
D25-17,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_17,false
D25-18,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_18,false
D25-19,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_19,false
D25-20,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_20,false
D25-21,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_21,false
D25-22,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_22,false
D25-23,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_23,false
D25-24,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_24,false
D25-25,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_25,false
D25-26,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_26,false
D25-27,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_27,false
D25-28,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_28,false
D25-29,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_29,false
D25-30,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_30,false
D26-01,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_01,false
D26-02,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_02,false
D26-03,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_03,false
D26-04,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_04,false
